song_id,genre,year,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,duration,end_of_fade_in,loudness,song_hotttnesss,tempo
TRAAKAS128F4246013,Rock,1997,6,0.644,0,0.607,5,0.82,416.80934,0.0,-7.982,0.8251735403780842,124.04
TRAAKDG128F42A0ECB,Pop,0,10,0.805,0,0.688,4,0.937,217.36444,0.224,-5.152,0.7373853102276186,100.023
TRAAKTK128F9343DCC,Rock,1984,11,0.0,0,0.036,1,0.0,225.12281,0.0,-3.818,,175.421
TRAALZC128F92E11A6,Country,1971,7,0.0,0,0.181,3,1.0,155.21914,0.0,-11.965,,114.027
TRAAYTI128F933663B,Jazz,1995,11,0.252,0,0.393,4,0.0,368.16934,0.288,-8.489,0.319565986882865,93.106
TRAAPWD128F931ACD4,Electronic,2004,0,0.674,1,0.556,3,1.0,271.77751,0.0,-6.947,0.319565986882865,90.648
TRAAPPQ128F14961F5,Rock,1986,0,0.427,1,0.398,4,0.366,261.74649,3.489,-9.628,0.7140465527721864,124.086
TRAAPSQ12903CAE86A,Punk,1988,9,0.558,1,0.533,4,0.675,216.60689,0.177,-3.736,0.4137398358601097,145.518
TRAAWUH128F427F12C,Rock,1989,3,0.356,1,0.524,4,0.0,316.73424,0.165,-15.54,0.5316127691991754,162.682
TRAAWUM128F426009A,Jazz,0,11,0.191,0,0.366,1,0.0,431.64689,0.738,-14.621,,106.219
TRAFRTX128F93426B7,Rock,2009,4,0.459,1,0.112,1,0.0,383.29424,0.0,-12.338,0.5649859641190487,147.83
TRAFRLV128F4267ADF,Blues,1973,11,0.462,1,0.355,1,0.014,226.06322,0.369,-14.977,,135.951
TRAFRKU128F933CE16,Rock,1996,7,0.417,1,0.544,4,0.0,404.58404,0.0,-8.087,,119.713
TRAFRJH128E0781C5B,Electronic,1987,1,0.687,1,0.669,7,0.858,159.11138,0.287,-20.142,,98.823
TRAFRVU128F42649A6,Rock,1995,4,0.389,1,0.403,4,0.28,222.30159,0.531,-7.3,0.659300406054487,161.456
TRAFUWI128F934C730,Metal,1995,8,0.01,1,0.235,4,0.318,261.79873,0.357,-7.51,0.4541929882180224,200.199
TRAFUKW12903CD802A,Rock,1977,9,0.12,0,0.203,4,0.0,166.03383,0.462,-13.589,,109.057
TRAFIHK12903CBDFF1,Rock,2006,4,0.352,0,0.44,3,0.927,233.66485,0.0,-11.104,0.5663394895821282,160.052
TRAFNEI128F1458CAA,Jazz,1977,9,0.223,1,0.285,4,0.0,281.52118,0.285,-13.358,0.6248335335556564,201.006
TRAFNWS128F931A45D,Blues,0,0,0.692,1,0.714,3,0.397,271.85587,0.316,-13.983,0.2884816426560289,74.392
TRAFZKY128EF36588B,Rap,1997,1,0.521,1,0.522,3,0.347,52.79302,2.479,-13.149,0.7202749429535182,146.852
TRAFZHK128F145E86B,Rock,2001,5,0.056,1,0.835,4,0.711,228.62322,0.078,-4.739,0.6316008180888096,104.587
TRAFTFF128F930F77C,Metal,2000,10,0.058,0,0.158,7,0.0,265.61261,0.0,-5.145,0.4944895175021134,153.211
TRAFTJB128F931919E,New Age,1990,5,0.29,1,0.575,4,0.0,201.9522,0.184,-13.214,,138.213
TRAFTRY128F9329C26,Rock,2006,4,0.535,0,0.674,4,0.143,211.87873,0.0,-4.309,0.49783321457002905,152.457
TRAFTDN128F427C29D,Electronic,2008,7,0.455,1,0.528,4,0.477,381.17832,0.0,-6.36,0.6934642475354277,134.5
TRAFSGJ12903CAA742,Country,1947,9,0.569,1,0.54,4,1.0,181.08036,0.0,-26.997,,142.398
TRAFSGL128F42ADA3E,Rock,2005,2,0.726,1,0.781,1,0.0,287.99955,0.334,-16.372,,126.986
TRAFSAP128E0780ECF,Rock,1983,0,0.901,1,0.692,4,0.498,234.762,0.27,-12.455,0.7850250920460116,205.245
TRAFAJC128E078888B,Rock,2005,4,0.302,0,0.639,3,0.378,82.85995,0.172,-19.368,0.7181797900843453,159.212
TRAFAEO128F92E9A19,Rap,1985,2,0.022,0,0.207,4,1.0,446.32771,0.119,-5.19,,98.0
TRAFAXI128F9303F5B,Blues,0,5,0.841,1,0.664,4,0.485,295.1571,0.351,-11.777,,85.006
TRAFAIB128F426E636,Rock,2003,5,0.013,1,0.299,4,0.0,223.92118,0.0,-6.465,0.7543210589242434,84.956
TRAFFEQ12903CF4356,Metal,2010,5,0.611,0,0.712,4,1.0,128.83546,0.0,-8.966,0.6264642401853926,139.972
TRAFFDW12903CE53B6,Jazz,2003,0,0.673,1,0.593,4,0.445,269.322,0.212,-9.041,0.5114243256864599,140.044
TRAFOKY128F4276D91,Rap,2000,6,0.459,1,0.396,5,1.0,120.86812,0.0,-6.72,0.5537665924576853,170.081
TRAFOKY128F92ED751,Rock,2008,9,0.811,1,0.784,4,0.683,229.45914,2.322,-3.8,0.6895721985189008,82.282
TRAFMME128F932B4D5,Rock,2009,2,0.0,0,0.242,4,0.0,140.40771,0.0,-4.459,0.7155117073573134,207.974
TRAFMEJ128F4284652,Rock,0,7,0.109,1,0.345,1,0.0,12.12036,0.578,-17.425,,137.537
TRAFMIA128F92E2B2B,Rock,2003,1,0.171,0,0.238,1,0.33,210.54649,7.007,-12.26,0.5351060248978569,130.325
TRAFMPX128F4246C49,Rock,2005,8,0.615,1,0.611,4,0.839,219.81995,0.119,-3.67,0.6386467228957761,91.011
TRAFMDA128F4224347,Blues,1930,0,0.766,1,0.811,1,0.0,196.88444,0.282,-18.338,,158.767
TRAFMNM128F4251008,Jazz,1956,0,0.0,1,0.0,4,0.209,197.22404,0.0,-23.549,0.26586104921065007,176.279
TRAFJVH128F42BC25E,Rap,2000,6,0.062,0,0.194,4,0.494,247.562,0.188,-6.57,,106.435
TRAFJJJ128E078E0B8,Electronic,0,0,0.568,1,0.477,4,0.45,283.24526,2.601,-9.805,,126.007
TRAFJRD128F4288F65,Reggae,0,4,0.725,0,0.529,4,0.451,207.20281,0.166,-14.799,0.3651438041452445,154.603
TRAFJRJ128F932EC8C,Latin,0,5,0.595,1,0.481,7,0.0,211.74812,0.142,-5.184,0.4944895175021134,216.196
TRAFJUG128F92C77B1,RnB,2008,8,0.461,0,0.448,3,0.892,279.74485,0.0,-9.027,0.5100187246359477,172.35
TRAFCWJ128F42515AE,Blues,0,5,0.731,1,0.62,1,0.0,271.22893,0.397,-10.913,,80.864
TRAFCZM128F931AD24,Electronic,2009,1,0.649,1,0.525,1,0.504,371.64363,0.0,-8.559,,93.33
TRAFCPP128F426EC01,Blues,1997,0,0.15,1,0.309,4,0.097,156.42077,0.229,-20.174,,136.821
TRAFCVI128C7196BE6,Reggae,1991,10,0.542,1,0.521,4,0.733,237.45261,5.317,-13.486,0.43965465970686407,158.57
TRAFDXV12903D085CF,Electronic,1994,6,0.018,0,0.407,4,0.0,167.6273,0.189,-14.904,0.52549711888017,123.094
TRAFDRG128F42797B6,Rock,1992,10,0.264,0,0.413,4,0.516,329.37751,0.079,-5.626,0.860070193742392,150.077
TRAFQFM128E078EC97,Rap,2000,7,0.507,1,0.507,4,0.849,289.30567,2.02,-2.973,0.8130035557843871,174.69
TRAFXYN128F148B3B4,Rock,1989,7,0.851,1,0.739,4,0.261,390.66077,0.0,-10.478,0.7990235199419414,161.47
TRAFXMZ128F42AFC47,Blues,1997,7,0.946,1,0.567,4,0.0,141.24363,0.955,-10.401,0.4051157216913865,86.296
TRAFEZF128F426C497,Rock,2005,5,0.103,1,0.433,4,0.852,260.33587,0.352,-3.693,0.4191057802027651,140.027
TRAFBGP128F1451DFF,Rock,2001,7,0.388,1,0.455,4,0.846,257.20118,0.125,-7.884,0.25492154293602753,101.663
TRAFBML128F93163FB,Rock,0,11,0.535,0,0.496,4,0.686,207.17669,0.299,-6.186,,189.825
TRAFBPN128F428B8CF,Latin,0,4,0.418,0,0.491,3,0.775,259.52608,0.096,-16.765,0.5729201479465231,140.056
TRAFKLJ128F9331BE6,Electronic,2006,6,0.288,1,0.437,4,0.0,395.28444,0.0,-5.299,,127.981
TRAFKRE128F932002B,Rock,2008,1,0.366,1,0.595,4,0.806,227.70893,2.519,-8.901,0.9271121219755104,87.953
TRAFLZY128F148959F,Rock,2006,4,0.239,0,0.323,4,0.632,184.00608,0.084,-2.895,0.4348380902608562,127.15
TRAFLMU128F4274A4D,Rap,0,4,0.463,1,0.401,5,0.998,274.78159,0.113,-5.958,0.2284737297775099,92.998
TRAFYUE12903CAFDF3,Electronic,1999,11,0.561,0,0.545,4,0.384,456.51546,0.0,-11.009,,127.874
TRAFYGO128F42727E7,RnB,2003,5,0.041,0,0.415,4,1.0,260.20526,0.375,-6.259,0.6672794941570311,149.913
TRAFYVC128F4268F8B,World,1997,1,0.736,0,0.797,3,0.775,301.06077,2.786,-8.688,,133.392
TRAFPAY128F146B23B,Rock,2006,11,0.202,0,0.533,4,0.0,259.05587,0.0,-8.977,,126.46
TRAFWIJ128F93305F6,Rock,0,6,0.102,0,0.294,4,0.747,237.68771,0.264,-10.906,0.5689645826079971,94.009
TRAFWEV128F428D391,Rock,1998,2,0.179,1,0.339,4,0.461,210.07628,0.194,-8.522,,189.616
TRAOREE128F934DB89,Rap,1997,6,0.585,0,0.549,4,0.774,258.19383,0.0,-6.062,0.5132191416281197,90.902
TRAORSC128F4235056,Punk,2001,9,0.388,1,0.281,1,0.496,88.73751,0.242,-4.404,0.4541929882180224,134.492
TRAOREV128F42640FF,Blues,0,7,0.523,1,0.608,3,0.175,257.82812,0.296,-6.479,0.20592142602854202,115.018
TRAOURR128F931A9EA,Rock,1984,2,0.67,1,0.525,4,1.0,264.33261,0.076,-10.499,,144.801
TRAOUAG12903CBD58D,Electronic,0,0,0.097,1,0.108,4,0.0,377.36444,0.0,-6.597,,130.957
TRAOUTM128F4267580,RnB,2008,1,0.613,1,0.615,4,1.0,263.02649,7.906,-7.006,,114.024
TRAOUOI128F4290E44,Country,2000,11,1.0,1,0.761,3,0.634,175.01995,0.165,-11.727,0.30416950343527516,158.763
TRAOIRH128F427C366,Blues,1996,0,0.686,1,0.458,3,1.0,297.66485,0.0,-9.032,0.6694130981384412,106.802
TRAONEQ128F42A8AB7,Electronic,2006,4,0.178,0,0.366,5,0.974,283.76771,7.488,-7.827,0.4072330149011048,133.326
TRAONPF128F42480A7,Country,2008,11,0.383,0,0.438,4,0.623,217.28608,0.571,-4.35,0.5957540542599369,94.007
TRAONNA128F4268CCA,Rap,1999,5,0.641,1,0.551,4,1.0,264.64608,0.078,-7.101,0.6093991023458866,93.976
TRAOGHG12903CA3B89,RnB,2008,11,0.294,1,0.233,5,1.0,309.83791,0.0,-5.692,,126.955
TRAOGAZ128F42B7FFC,Rock,2006,11,0.106,1,0.333,4,0.0,269.76608,0.0,-7.477,,130.065
TRAOZEJ128F428CCEA,Rap,1996,1,0.792,1,0.638,4,1.0,118.9873,0.386,-10.817,0.769733162276249,95.381
TRAOSFC128F42618F6,Jazz,1994,0,0.466,1,0.314,1,0.025,251.76771,0.142,-6.131,0.5022112205508021,138.408
TRAOAVZ128F9306038,Blues,0,5,0.166,1,0.277,5,0.722,198.50404,0.29,-16.274,,101.77
TRAOAYQ128F428A098,Country,1993,4,0.923,0,0.574,4,0.566,229.45914,0.189,-8.705,,163.969
TRAOAAX128F93170DE,Pop,2008,10,0.296,0,0.384,3,1.0,191.55546,0.0,-4.622,,121.988
TRAOASQ128F429822C,Rock,2004,4,1.0,1,0.782,4,1.0,207.882,0.485,-11.38,0.37598430150044215,124.519
TRAOOHM128F1453E33,Rap,2005,11,0.623,0,0.575,5,0.857,233.92608,0.0,-4.148,0.7339167070478773,99.742
TRAOOGD128F92E4768,Rock,1992,8,0.913,1,0.7,4,0.352,230.60853,0.073,-4.438,0.8183943797163769,124.144
TRAOHPG12903CE4155,Punk,1981,9,0.631,1,0.505,4,0.581,79.51628,0.0,-4.606,,190.6
TRAOHNR128F428CD58,Rap,1998,7,0.433,1,0.768,4,0.575,311.30077,0.0,-6.791,0.6274948536700506,94.904
TRAOHGX12903CE5F83,Blues,1991,10,0.626,1,0.613,4,1.0,187.14077,0.382,-15.89,,97.761
TRAOMNR128F422C3FC,Latin,0,6,0.227,1,0.479,4,0.749,263.33995,0.287,-6.974,0.25393190654448844,219.796
TRAOMKV128F428CD51,Rap,1998,2,0.808,1,0.58,4,0.801,289.25342,0.0,-6.407,,156.688
TRAOMDT12903CF73C3,Pop,2008,6,0.314,0,0.599,3,0.894,269.63546,0.121,-8.425,0.42744657148843085,151.945
TRAOMMU128F933878B,Blues,1953,5,1.0,1,0.733,3,1.0,183.06567,0.345,-13.164,,96.731
TRAOMQN128F9328043,Rap,2009,4,0.557,1,0.434,5,1.0,230.53016,0.0,-4.213,0.4072330149011048,127.779
TRAOMIC128F92F2B0B,Jazz,1959,8,0.762,0,0.764,4,0.876,130.01098,0.316,-23.581,0.0,120.446
TRAOJFT128F92CF5B5,Jazz,2005,4,0.328,0,0.374,1,0.0,192.78322,0.241,-14.05,,124.842
TRAOJZC128F14932D5,Rock,2004,2,0.759,1,0.704,1,0.0,232.48934,0.206,-11.199,,85.006
TRAOJMY128E07836D9,Metal,2004,0,0.005,1,0.203,4,0.806,206.94159,0.073,-3.568,0.5445140018788506,112.77
TRAOJYI128F42AD95E,Rock,1995,9,0.802,1,0.654,4,0.648,159.60771,0.392,-8.503,,103.005
TRAOCOE128F4276D18,Punk,1985,2,0.433,1,0.499,4,1.0,159.65995,2.572,-5.612,,150.871
TRAODAO12903CB24B8,Rock,2005,3,0.642,1,0.49,1,0.0,193.35791,0.287,-7.474,0.21508031850922793,106.14
TRAODGF128F92F3FF9,Pop,2007,0,0.652,1,0.509,4,0.17,530.12853,0.189,-5.432,,130.012
TRAOVFR128F93275B4,Electronic,0,6,0.624,0,0.563,4,1.0,288.39138,0.195,-10.411,0.5447509131829931,70.047
TRAOQSA128F42AE616,Rock,0,6,0.571,1,0.403,4,0.791,213.05424,1.036,-4.353,,111.043
TRAOQRI128F424399C,Electronic,2005,7,0.645,0,0.503,4,1.0,418.79465,0.287,-15.199,0.5315802406782681,101.905
TRAOXXQ12903CB5BB0,Rock,1981,4,0.342,1,0.438,4,1.0,147.9571,0.0,-7.842,0.50806750599163,123.452
TRAOXXM128F932FC70,RnB,2003,1,0.477,1,0.354,4,0.986,183.43138,0.0,-9.74,0.6844729420229011,105.775
TRAOEFE128F425C67A,New Age,1992,3,0.292,1,0.48,4,0.525,232.77669,0.0,-22.42,,103.3
TRAOEAQ12903CC26BD,Rock,2008,8,0.184,1,0.342,4,0.0,119.7971,0.228,-5.261,0.7339563305515494,150.006
TRAOBQO12903CCEF53,World,2001,0,0.823,1,0.707,1,0.0,303.90812,0.321,-11.576,0.0,125.693
TRAOBUI128E078E073,Electronic,2008,2,0.901,1,0.704,4,0.85,531.61751,0.0,-9.827,,166.015
TRAOKSC128F4264989,Rock,1995,2,0.832,1,0.675,4,0.785,252.83873,0.444,-6.575,0.6675061388345216,87.495
TRAOLIX128E0793AFA,Rock,1980,10,0.624,0,0.528,4,0.574,137.45587,0.293,-11.636,,159.106
TRAOLZJ12903CB4FC7,Rock,0,7,0.013,1,0.298,4,1.0,376.99873,7.506,-3.811,0.7021120626784101,100.382
TRAOYHS128F427EF8B,Rock,1983,9,0.678,1,0.443,1,0.23,219.76771,0.092,-24.308,0.6852749016984653,92.938
TRAOPAR128F92EFD17,Country,1987,11,1.0,1,0.882,4,1.0,142.94159,0.136,-13.524,,104.943
TRAOPRY12903CDD3E0,Metal,2000,11,0.038,0,0.38,4,1.0,105.45587,0.0,-6.952,0.5024496241245333,86.5
TRAOPRI12903C9FC25,Rock,1973,5,0.598,1,0.475,1,0.0,591.62077,0.0,-5.67,,167.559
TRAOWVD128F930C0D1,Jazz,2004,2,0.358,0,0.451,4,0.162,361.56036,0.328,-22.937,,121.887
TRAOWBP128F4257C64,Rock,2008,11,0.015,0,0.17,4,0.435,264.82893,0.259,-6.892,0.7376155698844143,142.449
TRAHUGQ128F92FF08F,Electronic,1996,7,0.087,0,0.427,4,0.831,472.52853,0.18,-13.207,0.6854736381952535,100.013
TRAHUQT128F4281228,Rock,2005,11,0.354,0,0.412,4,0.685,119.7971,0.085,-5.535,0.6276086027807122,161.909
TRAHUAW128F425BA0B,Electronic,0,9,0.438,0,0.521,3,1.0,242.28526,0.374,-13.459,0.3725300393660796,120.059
TRAHUQF128F934EF0C,Reggae,2008,5,0.551,0,0.592,1,0.584,287.65995,0.148,-6.304,0.48512236410182064,85.731
TRAHUWM128F42801C0,Blues,2004,7,0.511,1,0.684,1,0.0,194.48118,0.154,-10.981,0.536032111708468,88.746
TRAHULA128F92CC05F,Folk,1968,4,0.247,1,0.465,3,1.0,130.76853,0.0,-23.964,,149.9
TRAHIPA128F4279744,Rock,2000,9,0.326,1,0.481,4,0.437,207.56853,0.0,-11.622,,171.648
TRAHIZR128F148D3D1,Rock,1987,9,0.443,1,0.275,4,0.472,239.5424,0.403,-8.626,0.6085528213375102,181.355
TRAHIJE128F4243356,Rock,1995,8,0.436,1,0.498,1,0.0,149.36771,0.286,-12.625,0.6136522020662345,177.866
TRAHNVN128F933EBE8,Blues,1989,5,0.655,1,0.646,3,0.689,233.63873,0.518,-23.893,0.6806556311410517,115.38
TRAHGAF128F930468E,Rock,0,1,0.139,0,0.391,4,0.833,133.3024,0.0,-6.02,0.0,137.158
TRAHGRQ128F9307C90,Reggae,0,9,0.417,1,0.331,4,0.82,179.93098,0.0,-13.533,,162.155
TRAHZMM128E07838FF,Pop,1992,2,0.393,1,0.557,4,0.824,257.25342,0.288,-4.925,,93.156
TRAHZLT12903CBEE31,Rock,2010,4,0.127,0,0.156,4,0.0,273.03138,0.165,-6.116,0.4961753356732933,124.989
TRAHZIL12903CF1DC2,Blues,1996,5,0.215,1,0.415,1,0.0,189.3873,0.177,-16.111,0.35853497592151906,164.641
TRAHZFD12903C9AC7E,Rock,0,9,0.77,0,0.628,4,1.0,413.54404,0.275,-10.216,0.0,122.691
TRAHSSO128EF347345,Rock,0,6,0.076,1,0.364,3,0.509,53.78567,0.483,-47.664,,112.361
TRAHSYA128F428143A,Blues,1956,5,0.844,0,0.786,1,0.606,211.33016,0.293,-6.56,,130.335
TRAHSAW128F4253EFC,Rock,2003,7,0.762,1,0.684,3,1.0,180.03546,0.195,-8.537,0.5908602981061548,158.404
TRAHFHR12903CCCAF8,Rock,2006,2,0.81,1,0.622,1,0.0,127.4771,0.0,-2.445,0.6045544849203479,161.874
TRAHFQG128F149892A,RnB,2007,7,0.675,1,0.642,3,1.0,258.19383,2.792,-19.933,0.3603705827121406,92.927
TRAHFOU128F42B3F2A,Rap,1997,0,0.279,1,0.286,4,0.0,79.93424,0.258,-22.214,0.6211261170177825,50.059
TRAHOSP128F4260E9B,Rock,1971,0,0.555,1,0.333,1,0.0,367.46404,2.676,-12.569,0.28432769597387864,159.415
TRAHOIN128F1473575,Jazz,2006,3,0.569,1,0.483,1,0.0,206.00118,0.177,-24.57,,72.071
TRAHORF12903CDA9FB,Pop,2007,2,0.208,1,0.523,4,0.614,163.00363,2.038,-4.993,0.6730744349497046,160.051
TRAHHUN128F4227029,Blues,0,9,0.277,1,0.351,4,0.657,278.30812,0.353,-3.879,0.37598430150044215,107.053
TRAHHMV12903CD0B0D,Pop,2009,6,0.296,0,0.547,4,0.317,228.38812,0.0,-5.98,0.5819871566886738,122.988
TRAHMLW128F92D9D82,Rock,2000,2,0.639,0,0.603,1,0.0,297.45587,0.0,-5.065,,110.133
TRAHMIV128F14693DC,Rock,1988,5,0.644,1,0.525,4,1.0,283.24526,2.961,-6.951,,97.882
TRAHCDJ128F9310F1C,Electronic,2009,0,0.572,1,0.532,4,1.0,359.36608,0.078,-6.637,0.5159636307203983,122.934
TRAHCRI128F4255C6E,Country,0,9,0.293,1,0.289,4,0.0,254.58893,1.221,-16.261,0.0,142.479
TRAHCVT128F4282806,Rock,1989,1,0.584,1,0.505,4,0.41,398.44526,0.0,-9.244,0.6406840303493887,150.3
TRAHCBD128F9336A3E,Reggae,1984,4,0.59,1,0.47,7,0.641,169.53424,0.0,-5.914,,163.748
TRAHDIR12903CEB9EE,Rock,0,9,0.916,1,0.71,1,0.0,165.38077,0.0,-6.367,0.4944895175021134,108.251
TRAHDJL128F9305B80,Rock,1972,4,0.625,1,0.548,4,0.004,266.23955,0.0,-10.561,,80.455
TRAHDSD12903CFE7D0,Electronic,0,6,0.014,1,0.265,3,1.0,331.88526,0.0,-12.643,0.0,108.069
TRAHDSO128F426B033,Country,2005,8,0.424,1,0.327,7,0.494,181.96853,0.218,-18.891,0.26695518627553855,80.016
TRAHVBF12903CB81F3,Country,0,0,0.857,1,0.643,1,0.0,188.49914,0.351,-7.659,0.6193058811154868,170.079
TRAHVRW128F92F15FE,Country,1980,2,1.0,1,0.91,4,0.265,251.27138,0.257,-10.415,,113.86
TRAHVGN128F1484412,Rock,2000,3,0.212,0,0.345,4,0.712,190.30159,0.0,-4.78,,103.129
TRAHVUK128F1456988,Rap,0,1,0.0,1,0.094,4,0.58,237.58322,0.0,-2.664,0.47405483093120077,94.819
TRAHQHK128F4288FC7,Latin,2004,10,0.19,1,0.205,4,0.974,229.32853,1.088,-5.047,0.5428987432910862,156.002
TRAHQBJ12903CAB1FA,Rock,2010,9,0.493,1,0.396,4,0.792,222.04036,0.131,-4.776,0.6502487244317949,166.025
TRAHQHC128F42A77D8,Country,1991,0,0.557,1,0.622,4,0.708,137.42975,0.276,-15.987,,86.197
TRAHXWI128F428B7DA,Rock,2001,8,0.17,1,0.617,4,0.884,231.54893,0.165,-9.781,0.0,103.046
TRAHXMC128F4267B70,Electronic,2004,10,0.255,0,0.375,3,1.0,253.07383,0.0,-6.21,0.5782748931228445,136.897
TRAHXGG128F9350452,Rock,2003,9,0.768,0,0.471,4,1.0,185.93914,0.0,-6.738,,210.691
TRAHXWA128F4265D32,Rock,0,6,0.282,0,0.354,4,0.0,271.64689,0.124,-9.951,0.4072330149011048,148.142
TRAHXBP128F92E7528,Rock,0,5,0.088,0,0.206,4,0.64,231.73179,0.553,-6.079,0.30416950343527516,130.545
TRAHEII128F9307D9A,Blues,1972,5,0.348,0,0.312,1,0.209,165.35465,0.374,-24.321,,132.59
TRAHECO128F9360EB4,Blues,1997,7,0.654,1,0.537,4,0.81,233.24689,0.148,-8.392,0.0,166.411
TRAHEWR128F422BDF8,Rock,2007,1,0.686,1,0.648,4,0.0,286.35383,0.228,-3.38,,134.293
TRAHEEY128F9335ECD,Rap,2009,2,0.133,1,0.286,4,0.777,184.58077,0.061,-3.426,0.9175519634036278,168.02
TRAHBGV128F92F0790,Electronic,2006,6,0.024,1,0.405,4,0.0,440.52853,0.241,-10.744,0.34092275586437804,135.053
TRAHBXB128F42797AE,Rock,1990,3,0.165,0,0.301,5,1.0,261.77261,0.275,-9.66,,114.758
TRAHBQT128F4213403,Rap,1999,1,0.873,0,0.623,1,0.0,104.93342,0.229,-5.625,0.6451314372414961,60.017
TRAHBEF128F42416F7,Reggae,2001,7,0.339,1,0.182,4,0.516,225.25342,0.113,-7.629,,96.006
TRAHBNZ128F92FC2A7,Rap,2009,9,0.203,0,0.2,3,0.467,214.46485,0.177,-9.06,0.4137398358601097,90.983
TRAHKRO128F9320EA7,Rock,2006,4,0.447,1,0.452,3,0.855,219.89832,0.0,-3.926,0.4715782477005801,165.224
TRAHLDM128F933A3B1,Rock,1975,9,0.259,0,0.428,5,0.795,319.00689,0.0,-14.886,0.26695518627553855,109.305
TRAHLMD128F146A75F,Electronic,2000,2,0.087,1,0.599,4,1.0,157.3873,0.199,-15.006,0.46899778764525596,105.085
TRAHLDG128F92EB4A9,Pop,1995,10,0.596,0,0.545,4,1.0,272.71791,0.189,-6.779,,111.132
TRAHYLE128F1494718,Rock,2006,2,0.036,1,0.404,1,0.0,202.1873,2.067,-7.204,,138.43
TRAHYFB128F4280BB8,Blues,1940,6,0.657,1,0.588,4,0.949,172.30322,0.0,-14.873,,107.081
TRAHYVC128F421BB24,Jazz,2008,0,0.516,1,0.645,7,0.595,139.49342,0.136,-12.039,,113.552
TRAHYDH128F9325200,Rock,2008,2,0.487,1,0.434,4,0.26,200.35873,0.067,-4.793,0.27224568000599825,98.784
TRAHPJP128F92F7661,Blues,0,7,0.884,1,0.724,3,0.923,174.602,0.316,-15.493,,86.475
TRAHWNG128F932AFB7,RnB,2006,7,0.441,0,0.468,4,1.0,240.95302,0.0,-10.372,,182.705
TRAMRWS128F14985A2,Jazz,1995,5,0.169,0,0.308,1,0.157,315.48036,2.374,-11.105,0.40790171721807383,200.42
TRAMRQS12903D0FD39,Reggae,0,2,0.711,1,0.628,4,0.0,224.91383,2.432,-7.055,,165.754
TRAMRFE128F4267DF3,Rock,2004,9,0.384,1,0.467,4,0.719,182.282,0.0,-4.8,0.6442200776822847,150.276
TRAMUUZ128F933CA08,Rap,1989,7,0.437,0,0.516,1,0.87,181.39383,0.363,-11.199,,122.838
TRAMUYQ128F428CA58,Rock,2000,2,0.096,0,0.544,4,0.632,283.19302,0.085,-8.342,0.680554011009267,97.147
TRAMIOZ128F4267176,Blues,2005,0,0.0,1,0.294,4,0.998,242.18077,0.409,-13.012,,186.886
TRAMING128F4281ECA,Electronic,2004,4,0.0,1,0.0,4,0.0,101.8771,0.0,-19.662,0.6461512337882942,125.028
TRAMIUD128E07825DB,Rock,1992,2,0.063,1,0.436,3,0.659,380.86485,0.32,-19.164,0.5428987432910862,116.805
TRAMNAO128F92FACF2,Blues,1983,1,0.385,0,0.485,4,0.0,173.322,0.206,-7.933,0.6711085610781358,127.373
TRAMNDO128F9315128,Rock,1973,9,0.39,0,0.494,1,0.0,163.05587,0.351,-10.829,,120.203
TRAMNFT128F9316759,Rap,1987,6,0.579,1,0.608,4,1.0,336.43057,0.141,-7.0,,104.171
TRAMGPM128F9311196,Rock,2004,9,0.503,0,0.3,3,0.036,193.43628,0.061,-5.325,0.7718889141564897,184.023
TRAMTYX128F42985D0,Punk,1981,2,0.293,1,0.368,1,0.0,133.27628,0.195,-9.742,0.7379276517071015,83.953
TRAMTFQ128F9352EDB,Metal,2009,2,0.283,1,0.258,4,0.497,488.41098,0.0,-5.461,0.5971087960725365,124.037
TRAMTIH128F933E8E4,Rock,2004,2,0.92,0,0.847,4,0.745,232.64608,0.206,-7.111,0.3603705827121406,145.858
TRAMSBQ128F4238B2D,Latin,2005,7,0.069,1,0.417,4,0.575,209.162,0.0,-2.348,,109.505
TRAMSSK128F92FDC80,Electronic,2009,10,0.255,0,0.285,4,0.772,305.55383,0.0,-6.628,0.5500083601193787,116.795
TRAMAYD128F426DDBD,Blues,1989,7,0.388,1,0.2,1,0.0,193.20118,3.1,-17.85,,139.866
TRAMARM128E0796A50,Rock,2005,9,0.741,1,0.543,4,0.168,279.71873,0.345,-5.071,0.5578803889070679,147.998
TRAMFRD128E07833DA,Country,1998,1,0.24,1,0.416,3,0.069,166.24281,0.247,-10.915,0.3016817567316363,139.981
TRAMFJR128F92C1DB1,RnB,2000,11,0.048,0,0.364,4,0.792,262.08608,0.415,-3.825,0.7963491564987717,175.959
TRAMFIU128F426B004,Country,1992,2,0.721,1,0.715,4,0.815,175.22893,0.151,-15.019,0.26586104921065007,71.705
TRAMFHI12903CB4349,Metal,2003,7,0.0,0,0.061,1,0.0,224.86159,0.0,-5.559,0.46054128135865785,97.073
TRAMFCQ128E078CF59,Rock,0,7,0.31,1,0.2,1,0.132,186.69669,0.432,-5.872,0.0,133.227
TRAMOLS128F92F99E3,Rock,2004,10,0.691,1,0.555,4,0.518,103.52281,0.0,-7.403,0.35513930220333156,107.002
TRAMOPU128E07888FD,Rock,1993,0,1.0,1,0.62,3,0.733,246.93506,0.202,-11.253,0.7137499442479839,115.938
